English,Hindi
kite flying operations,"काइट फ्लाइंग लेनदेन,(चेकों के शोधन में हेराफेरी करना,नि‍भाव हुंडी चलाना"
kitty,सांझी नि‍धि‍
knock down,"बोली खत्म होना , करना"
knock-down price,नीलामी कीमत
knocking down of lot,लॉट के लि‍ए बोली का अंति‍म होना
know your customer,अपने ग्राहक को जानि‍ए
know-how,जानकारी
knowingly and wilfully,जानते हुए और जानबूझकर
knowingly or recklessly,जानते हुए या बि‍ना सोचे वि‍चारे
knowledge,ज्ञान
knowledge and belief,जानकारी और वि‍श्वास
knowledge hub,ज्ञान केंद्र
knowledge institution,ज्ञान संस्था
knowledge of facts,तथ्यों की जानकारी
known facts,ज्ञात तथ्य
known loss or damage,ज्ञात हानि या क्षति
kudos other than cash (non pecuniary amenities),अर्थेतर सुवि‍धाएं
Labour Appellate Tribunal,"श्रम अपील अधि‍करण, न्यायाधि‍करण"
labour arbitration,"श्रमि‍क वि‍वाचन, माध्यस्थम्"
labour code,श्रमि‍क संहि‍ता
labour content,श्रमांश
labour contract,ठेका श्रमि‍क
labour co-partnership,श्रमि‍क सहभागीदारी
labour cost,श्रम लागत
labour court,श्रम न्यायालय
labour deportation,"श्रमि‍क वि‍वासन, नि‍र्वासन, वि‍पत्तन"
labour efficiency,"श्रमि‍क कुशलता, दक्षता"
labour exchange,श्रमि‍क रोजगार कार्यालय
labour force,श्रम शक्ति
labour grade,श्रम वर्ग
labour hour,श्रम घंटा
labour input,श्रम नि‍वि‍ष्टि
labour intensive devices,श्रम-प्रधान साधन
labour intensive industry,श्रम-प्रधान उद्योग
labour movement,"श्रमि‍क, मजदूर आंदोलन"
labour organization,"श्रमि‍क, मजदूर, श्रम संगठन"
labour pirating,मज़दूर तोड़ना
labour productivity,श्रमि‍क उत्पादकता
labour saving devices,"श्रम बचत साधन, युक्ति"
labour theory of value,मूल्य का श्रम सि‍द्धांत
labour time,श्रम काल
labour turnover rate,श्रमि‍क आवर्त दर
labour welfare centre,श्रमि‍क कल्याण केंद्र
labour welfare fund,श्रमि‍क कल्याण नि‍धि
labour-output ratio,श्रम-उत्पादन अनुपात
lack of consideration,प्रति‍फल का अभाव
lag effect of drought,"सूखे का वि‍लंबि‍त , पश्च प्रभाव"
lag in time-series,"समय-श्रृंखलाओं में पश्चता, वि‍लंब"
