English,Hindi
Privilege committee,विशेषाधिकार समिति
Prize,"पुरस्कार, इनाम"
Probability,संभाव्यता
Probate,प्रोबेट
Probation,"परिवीक्षा,परख"
Probationary,परिवीक्षाधीन
Probationer,"परिवीक्षाधीन,परखाधीन"
Probe,छानबीन
Procedural rules,"क्रियाविधि नियमावली, कार्यविधि नियमावली"
Procedure,"प्रक्रिया, क्रियाविधि , कार्यविधि"
Proceedings,कार्यवाही
Process," प्रक्रम ,प्रक्रिया ,प्रसंस्करण करना , आदेशिका "
Processing," प्रक्रमण , संसाधन , प्रसंस्करण"
Procession,"जलूस, शोभायात्रा"
Proclaim,उद्‌‌घोषणा करना
Proclamation,उद्‌घोषणा
Procurement," अधिप्राप्ति , वसूली"
Product,"उत्पाद,उपज"
Production," उत्पादन,पैदावार ,प्रस्तुतीकरण"
Profession,वृत्‍ति
Professional achievement,वृत्‍तिक उपलब्धियां
Proficiency certificate,प्रवीणता प्रमाणपत्र
Profile,विवरणिका
Profit,लाभ
Programme," कार्यक्रम ,  क्रमादेश"
Programme schedule,कार्यक्रम-अनुसूची
Programming," कार्यक्रमण ,  क्रमावेशन"
Progress,प्रगति
Progressive," प्रगतिशील ,प्रगामी"
Prohibited,निषिद्‌ध
Prohibited area,निषिद्‌ध क्षेत्र
Prohibition," निषेध , नशाबंदी , मद्‌यनिषेध"
Prohibitory order,निषेधाज्ञा
Project,परियोजना
Projection,"प्रक्षेप,प्रक्षेपण"
Prominent,प्रमुख
Promise," वचन , वचन देना"
Promissory note ,"वचन-पत्र,रूक़्क़ा, प्रोनोट"
Promote,"  पदोन्नत करना , प्रोन्नति करना,बढ़ावा देना"
Promoter,"प्रवर्तक,संप्रवर्तक"
Promotion,"पदोन्नति, तरक्की , प्रोन्नति ,संवर्धन"
Promt,"तुरंत,शीघ्र"
Promulgate," प्रख्यापित करना , लागू करना"
Pronounce," सुनाना ,निर्णय देना"
Pronouncement,निर्णय सुनाना
Proof," सबूत, प्रमाण ,  प्रूफ़"
Proof of despatch,प्रेषण का प्रमाण
Proof reading,"प्रूफ शोधन, प्रूफ वाचन"
Propagate,प्रचार करना
Propagation,प्रचार
Proper,"उचित,समुचित"
Property," संपत्‍ति , साज सामान"
Proposal,"प्रस्ताव,प्रस्थापना"
Propose,"प्रस्ताव करना,प्रस्तावित करना"
Propound,प्रतिपादित करना
Proprietary," सांपत्‍तिक,मालिकाना ,एकायत्‍त"
Propriety,औचित्य
Pro-rata,यथानुपात
Pro-rata quota,यथानुपात कोटा
Prorogue,"सत्रावसान करना, स्थगित करना"
Pros and cons,"पक्ष-विपक्ष,आगा-पीछा"
Proscribe,अभिनिषिद्‌ध करना
Prosecution,अभियोजन
Prospectus,विवरण-पत्रिका
Protempore appointment,अल्पकालीन नियुक्‍ति
Protocol," नयाचार,प्रोटोकॉल ,  संदेशाचार"
Prove,साबित करना
Provided," बशर्ते , परंतु , प्रविहित"
Provident fund,भविष्य निधि
Provision," प्रावधान , व्यवस्था , उपबंध,शर्त"
Provisional,"अनंतिम, अस्थायी"
Provisional list,अनंतिम सूची
Proviso,परंतुक
Proximity,"निकटता,सामीप्य"
Proxy,परोक्षी
Public,"सार्वजनिक,जन, पब्लिक,आम जनता,लोक, सरकारी"
Publication,प्रकाशन
Public duty,सरकारी ड्यूटी
Public interest litigation ,"जनाहित वाद, लोकहित वाद"
Publicity,प्रचार
Publish,प्रकाशित करना
Punctual,"समयनिष्‍ठ, समय का पाबंद"
Punishment,"दंड,सज़ा"
Purchase," क्रय,ख़रीद , ख़रीदना,क्रय करना"
Purely temporary,पूर्णत: अस्थायी
