English,Hindi
micrographia,सूक्ष्म-आलेखन
micrography,सूक्ष्मचित्रण
microgyria (=polymicrogyria),लघुकर्णकता
microlithiasis,लघु-अश्मरता
micromanipulator,ससूक्ष्मसमायोजित्र
micromeritics,लघुखंडिकी
micrometer,"सूक्ष्ममापी, माइक्रोमीटर"
micromethod,सूक्ष्मपद्धति
micromicron,माइक्रोमाइक्रॉन
micromutation,सूक्ष्मउत्परिवर्तन
micromyelia,लघुमेरुरज्जुता
micronizing,माइक्रोनीकरण
micronucleus,लघुकेन्द्रक
micropaleontology,सूक्ष्मजीवाश्मिकी
microphone,"ध्वनिवर्धक, माइक्रोफोन"
microphotograph (=photomicrograph),सूक्ष्मदर्शी-फोटोग्राफ
microphthalmos,लघुनेत्री
microporous,सूक्ष्मछिद्री
micropsia,हृस्व-दृष्टिता
micropyle,बीजांडद्वार
microradiography,सूक्ष्म ऐक्स-रे-चित्रण
microrespirator,"सूक्ष्मश्वसनमापी, माइक्रोरैस्पिरेटर"
microscope,"सूक्ष्मदर्शी, माइक्रोस्कोप"
microsedimentometer,सूक्ष्मअवसादमापी
microseme,लघुनेत्रगुहा
microsmic,अल्पघ्रणसंवेदी
microspectrophotometry,"सूक्ष्मस्पैक्ट्रमप्रकाशमिति, माइक्रोस्पैक्ट्रोफोटोमैट्री"
microsphenoidal,सूक्ष्मफानरूपी
"microspherocytosis, congenital",सहज सूक्ष्मगोलकोशिकता
microspherolith,सूक्ष्मगोलाश्मरी
microsplanchia,लघुआशयता
microstimulation,सूक्ष्मउद्दीपन
microstoma,लघुमुखद्वार
microsurgery,"माइक्रोसर्जरी, सूक्ष्मशल्यकर्म"
"microsuspension, nonflocculating",अनूर्णी सूक्ष्मनिलम्बन
micro-technique,"सूक्ष्मतकनीक, सूक्ष्मप्रविधि"
microthelia,लघुचूचुकता
microtia,लघुकर्णता
microtono-meter,"सूक्ष्मतनावमानी, माइक्रोटोनोमीटर"
microtrephine,सूक्ष्मट्रेफाइन
microvilli,सूक्ष्म-अंकुर
micturition,मूत्रण
mid,मध्य
midbrain (mesencephalon),मध्यमस्तिष्क
midcarpal (carpal mediana),मध्यमणिबंध
midfacial prognathism,मध्यानन उद्गति
midget,वामन (बौना)
midgut,आद्य-मध्यान्त्र
mid phalangeal,मध्य अंगुल्यस्थि
midsternal (midsternii),उरोमध्य
midwife (=maternity assistant),"सेविका, मिडवाइफ (प्रसूति सहायक)"
midwifery,"प्रसूतिविद्या, प्रसूतितंत्र"
migrairie,"माइग्रेन, अर्धायभेदक"
migrating,परिभ्रमी
migration," अभिगमन , प्रवास"
mikropulverizer,"सूक्ष्मचूर्णित्र, माइक्रोपल्वेराइजर"
mildew,फणफ़ूदी
miliaria,धर्मराजिका
miliary," विकिरित , कंगु"
milk (lactiferi),दुग्ध
milk of lime,चूने का निलम्बन
mill,"पेषणी, मिल"
milliequivalent,मिलीतुल्यभार
milligramarity,मिलीग्रामप्रतिशतता
milling,"पेषण, दलना"
mind,मन
mineral,खनिज
mineralized,खनिजयुक्त
mineralocorticoid,"खनिजसंतोलक-कॉर्टिकॉइड, मिनरलोकॉटिकॉइड"
mineralogist,खनिजविज्ञ
minimal,"अल्पतम, न्यूनतम"
M.H.D. (=minimum haemolytic dose),एम.एच.डी. (न्यूनतम रक्तसंलायी मात्रा)
minium,मिनियम
minor (=minus),लघु
Miocene period,मध्य नूतनयुग
miosis (=myosis),तारासंकोच
mirror,दर्पण
miscarriage,गर्भपात
misc (m.),मिश्रण करो
misce flat mistura (m.ft.m.),मिलाकर मिश्रेण बनाइये
miscegenation,प्रजाति-संकरण
miscegine,प्रजातिसंकर
misce secundum artem (m.s.a.),कलानुसार मिलाइये
miscendus,मिलाने के लिए
misfit,अयुक्त
misinterpretation,दुर्निरूपण
misoneism,"हठधर्मिता, हठवाद"
missing link,अप्राप्त कड़ी
"mist, aerosol",ऐअरोसोल धूमिका
"mist, disinfestive",निःसंक्रामकी धूमिका
"mistura (mist., m.)",मिश्रण
mite,"सूक्ष्मकीट, माइट"
mits,मृदु
mitochondria,"सूत्रकणिका, माइटोकॉन्ड्रिया"
mitochondrial,सूत्रकणिका-
mitochondrioma,"सूत्रकणिकार्बुद, माइटोकॉन्ड्रियोमा"
"mitosis (=karyokinesis, indirect","सूत्रीविभाजन, माइटोसिस"
division),
mitral,"माइट्रल, द्विकपर्दी"
mitralization,"माइट्रलीजेशन, द्विकपर्दी-विकृति विन्यास"
mitte (mitt. ),"भेजिए, दो"
mittelschmerz,"मिटेलश्मर्त्स, मध्यचक्रवेदना"
mixer,मिश्रक
mixoploidy,मिश्रगुणन
"mixture (=mistura, mist.)","मिश्रण, मिक्स्चर"
M.L.D. (=minimum lethal dose),एम एल.डी. (अल्पतम घातक मात्रा)
mnemonics,स्मरण-सहायक
mobile,चल
mobility,गतिशीलता
modality," बहुलकता , वृत्ति"
mode,प्रणाली
mode of action,कार्य प्रणाली
model,मॉडेल
moderator,मंदक
modification,"रूपांतरण, रूपांतर"
modiolus,"मोडियोलस, कर्णावर्त-मध्याक्ष"
