WID,English,Hindi,
6854,"monetary inflation","मौद्रि‍क स्फीति",
6855,"monetary institution","मौद्रि‍क संस्था",
6856,"monetary instruments","मौद्रि‍क साधन, लि‍खत",
6857,"monetary limit","मौद्रि‍क सीमा",
6858,"monetary marksmanship","मौद्रि‍क कुशलता",
6859,"monetary overhang","प्रलंबि‍त मौद्रि‍क प्रभाव",
6860,"monetary policy","मौद्रि‍क नीति‍",
6861,"monetary policy","मौद्रि‍क नीति संबंधी",
6862,"responses","अनुक्रि‍याएं",
6863,"monetary pressure","मुद्रा की भारी मांग",
6864,"monetary reserves","मुद्रा रि‍ज़र्व",
6865,"monetary resources","मौद्रि‍क संसाधन",
6866,"monetary sovereignty","मौद्रि‍क संप्रभुता",
6867,"monetary stance","मौद्रि‍क रुख",
6868,"monetary standard","मुद्रा मान",
6869,"monetary system","मौद्रि‍क प्रणाली",
6870,"monetary tightening","मौद्रि‍क नि‍यंत्रण बढ़ना , सख्ती",
6871,"monetary transmission","मौद्रि‍क संचारण",
6872,"monetary unit","मौद्रि‍क इकाई",
6873,"monetary unwinding","मौद्रि‍क मोचन",
6874,"monetizable national debt","मुद्रीकरणीय राष्ट्रीय कर्ज",
6875,"monetization of debt","कर्ज का मुद्रीकरण",
6876,"monetized deficit","मुद्रीकृत घाटा",
6877,"money","मुद्रा",
6878,"money  at call and short notice","मांग और अल्प सूचना पर प्रति‍देय राशि",
6879,"money  cost","मौद्रि‍क लागत",
6880,"money  instruments","मुद्रा लि‍खतें",
6881,"money  market","मुद्रा बाजार",
6882,"money  multiplier","मुद्रा गुणक",
6883,"money  on the wings","अति वेगवान मुद्रा",
6884,"money  panic","मुद्रा आतंक",
6885,"money back guarantee","धन वापसी गारंटी",
6886,"money changer","मुद्रा परि‍वर्तक",
6887,"money due on mortgage","बंधक पर देय धन",
6888,"money flow","मुद्रा प्रवाह",
6889,"money illusion","मौद्रि‍क भ्रम",
6890,"money in circulation","संचलनगत मुद्रा",
6891,"money laundering","धन-शोधन, काले धन को वैध बनाना",
6892,"money lender","साहूकार",
6893,"money less economy","मुद्रारहि‍त अर्थव्यवस्था",
6894,"money measure of value","मूल्य का मुद्रा माप",
6895,"money of account","लेखा मुद्रा",
6896,"money paid receipt","भुगतान रसीद",
6897,"money rate of interest","ब्याज की मौद्रि‍क दर",
6898,"money stock","मुद्रा स्टॉक",
6899,"money supply with the public","जनता के पास मुद्रा आपूर्ति‍",
6900,"money value","मुद्रा मूल्य",
6901,"money wage(= nominal wage)","नकद मजदूरी (= मुद्रा के रूप में मजदूरी)",
6902,"moneyness","मौद्रि‍कता",
6903,"monitoring","नि‍गरानी",
6904,"monocropped","एकफसली",
6905,"monometallism","एकधातुमान",
6906,"monopolise","एकाधि‍कार प्राप्त करना",
6907,"monopolist","एकाधि‍कारवादी",
6908,"monopolistic market","एकाधि‍कारी बाजार",
6909,"monopolistic organization","एकाधि‍कारी संगठन",
6910,"monopoly","एकाधि‍कार",
6911,"monopoly capitalism","एकाधि‍कारी पूंजीवाद",
6912,"monopoly control","एकाधि‍कारी नि‍यंत्रण",
6913,"monopoly equilibrium","एकाधि‍कारी संतुलन",
6914,"monopoly price","एकाधि‍कार कीमत",
6915,"monopoly profit","एकाधि‍कार लाभ",
6916,"monopoly revenue","एकाधि‍कार राजस्व",
6917,"monopoly ridden economy","एकाधि‍कारग्रस्त अर्थव्यवस्था",
6918,"monthly rests","मासि‍क अंतराल",
6919,"moral hazard","नैति‍क परि‍संकट, जोखि‍म",
6920,"moral suasion","नैति‍क प्रत्यायन, दबाव",
6921,"moratorium","ऋणस्थगन",
6922,"moratorium on repayment","चुकौती पर अधि‍स्थगन",
6923,"moratorium period","अधि‍स्थगन अवधि",
6924,"morning loan","दि‍नगत ऋण",
6925,"mortality rate","मृत्यु दर",
6926,"mortgage","बंधक",
6927,"mortgage bank","बंधक बैंक",
6928,"mortgage bond","बंधक बॉण्ड",
